sample	Extraction	Specimen	Species	Feature_name	OTU	abundance	run	barcode	database	Broad.group	Interpretation	Phylum	Class	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	R1	pR1	R2	pR2	R3	pR3	R4	pR4	R5	pR5	R6	pR6	R7	pR7	R8	pR8	R9	pR9	R10	pR10	R11	pR11	R12	pR12	R13	pR13	R14	pR14	R15	pR15	R16	pR16	R17	pR17	R18	pR18	R19	pR19	R20	pR20
25_Physo				4207cf2eb541e9ec8e7c2514af478170	Eukaryota	4	RUN0	134	SILVA138plus															Eukaryota	90.35	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				43d1dff80f7383320bc54cd39b9718d9	Eukaryota	6	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				4410ccde4fca71c7151c697697226609	Eukaryota	6	RUN0	134	SILVA138plus															Eukaryota	90.35	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				4494af56c450d1e153c7cae1364f4809	Eukaryota	4	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				45f29e0f241d255f318d878b9a8f479a	Eukaryota	2	RUN0	134	SILVA138plus															Eukaryota	90.45	SAR	18.12	Rhizaria	18.12	Cercozoa	18.12	Thecofilosea	18.12	metagenome	18.12	metagenome	36.25																										
25_Physo				472fd3343ce5ba57604f365e7f877769	Eukaryota	12	RUN0	134	SILVA138plus															Eukaryota	90.03	Ascomycota	35.83	Pezizomycotina	35.83	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				48096da52f9d99584eeff3bef71e0c90	Eukaryota	12	RUN0	134	SILVA138plus															Eukaryota	90.04	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				4900d5048a715eb88221483af9cfca81	Eukaryota	4	RUN0	134	SILVA138plus															Eukaryota	90.48	Ascomycota	18.14	Pezizomycotina	18.14	Sordariomycetes	18.14	metagenome	18.14		0	metagenome	36.27																										
25_Physo				49e4e88a9b217b64e0efa48f1c20ec4b	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Hexapoda	2	RUN0	134	SILVA138plus			Arthropoda	Hexapoda											Eukaryota	91.23	Bilateria	91.23	Protostomia	91.23	Ecdysozoa	91.23	Arthropoda	91.23	Hexapoda	91.23	Mythimna separata	18.24																										
25_Physo				4b89c1d164831c64ebc066d840ae47f2	Eukaryota	2	RUN0	134	SILVA138plus															Eukaryota	90.35	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				4be5b5eef7c45e809594b643271d4f47	Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Mollusca_Bivalvia	4	RUN0	134	SILVA138plus			Mollusca	Bivalvia											Eukaryota	90.30	Bilateria	72.24	Protostomia	72.24	Lophotrochozoa	72.24	Mollusca	72.24	Bivalvia	72.24	Subergorgia ornata	18.06																										
25_Physo				4cd2cbbede8f41e554101e547c83d2a1	Eukaryota	16	RUN0	134	SILVA138plus															Eukaryota	91.56	Basidiomycota	54.94	Ustilaginomycotina	54.94	Malasseziales	54.94	Malasseziaceae	54.94	Malassezia	54.94	uncultured eukaryote	54.94																										
25_Physo				4ee24c7e6aed5cc4865de49565625d2e	Eukaryota	8	RUN0	134	SILVA138plus															Eukaryota	90.03	Ascomycota	35.83	Pezizomycotina	35.83	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				4f265c3d0525aa20c22dff4c159aec26	Eukaryota	16	RUN0	134	SILVA138plus															Eukaryota	90.33	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				53a5079e42276e4205319461d9ed885b	Eukaryota_Basidiomycota_Agaricomycotina	4	RUN0	134	SILVA138plus															Eukaryota	89.58	Basidiomycota	89.58	Agaricomycotina	89.58	Agaricomycetes	18.02	Resinicium saccharicola	18.02		0	Resinicium saccharicola	18.02																										
25_Physo				53bfadaa050572701f819d70b66b59de	Eukaryota_Bilateria	2	RUN0	134	SILVA138plus															Eukaryota	90.31	Bilateria	90.31	Protostomia	36.12	Lophotrochozoa	18.06	Annelida	18.06	Clitellata	18.06	Tubificoides parviductus	18.06																										
25_Physo				53decbb8f5c8dd4e0d292c1dd86bad6d	Eukaryota	8	RUN0	134	SILVA138plus															Eukaryota	90.33	SAR	36.13	Rhizaria	36.13	Cercozoa	36.13	Phaeocystina	36.13	Aulacantha	36.13	Aulacantha scolymantha	36.13																										
25_Physo				55ae108fefabfe104a38ca1f73c53494	Eukaryota	8	RUN0	134	SILVA138plus															Eukaryota	90.30	Bilateria	54.18	Protostomia	54.18	Lophotrochozoa	54.18	Mollusca	54.18	Bivalvia	54.18	Meretrix meretrix	18.06																										
25_Physo				56f5a83e4e310ddd9566df4843222e47	Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II_uncultured eukaryote_uncultured eukaryote	4	RUN0	134	SILVA138plus			Syndiniales Group II	uncultured eukaryote	uncultured eukaryote										Eukaryota	88.04	SAR	88.04	Alveolata	88.04	Syndiniales	88.04	Syndiniales Group II	88.04	uncultured eukaryote	88.04	uncultured eukaryote	88.04																										
25_Physo				58a34f489003a8e83e4ad8074e34ced9	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	66	RUN0	134	SILVA138plus			Siphonophorae												Eukaryota	90.54	Cnidaria	90.54	Hydrozoa	90.54	Hydroidolina	90.54	Siphonophorae	90.54	Sphaeronectes haddocki	18.16	Sphaeronectes haddocki	18.16																										
25_Physo				5cea0e9220a7d6185ebf9bdd55e7d62a	Eukaryota	2	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				5e50f6ec337f6c2153ffe920ba50df92	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Hexapoda	2	RUN0	134	SILVA138plus			Arthropoda	Hexapoda											Eukaryota	90.08	Bilateria	90.08	Protostomia	90.08	Ecdysozoa	90.08	Arthropoda	90.08	Hexapoda	90.08	Dioctria rufipes	18.07																										
25_Physo				5f61a1c6f7751d68f8e3e3febbbbbd59	Eukaryota	10	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				60607c525991c2df20ab75d74dce71fc	Eukaryota	4	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				6095d49d27876ca35df3ca6d12972d12	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	68	RUN0	134	SILVA138plus			Siphonophorae												Eukaryota	90.54	Cnidaria	90.54	Hydrozoa	90.54	Hydroidolina	90.54	Siphonophorae	90.54	Sphaeronectes haddocki	18.16	Sphaeronectes haddocki	18.16																										
25_Physo				62c36cf2a4875885b4150f8d80f3ba07	Eukaryota_Bilateria_Protostomia_Lophotrochozoa	2	RUN0	134	SILVA138plus															Eukaryota	90.22	Bilateria	72.16	Protostomia	72.16	Lophotrochozoa	72.16	Platyhelminthes	36.03	Cestoda	36.03	Moniezia benedeni	17.97																										
25_Physo				631854ebc5b51ec266bd6857a811f24f	Eukaryota	6	RUN0	134	SILVA138plus															Eukaryota	90.35	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				64b22a6e721c8118096f46bd1f1a874a	Eukaryota	6	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				6575e7fa8dcf5ef1e7897535823c271f	Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote	4	RUN0	134	SILVA138plus			Syndiniales Group I	uncultured eukaryote	uncultured eukaryote										Eukaryota	89.73	SAR	89.73	Alveolata	89.73	Syndiniales	89.73	Syndiniales Group I	71.80	uncultured eukaryote	71.80	uncultured eukaryote	71.80																										
25_Physo				6577f9d28357986959dd1b5c780b7936	Eukaryota	2	RUN0	134	SILVA138plus															Eukaryota	90.29	Porifera	18.05	Demospongiae	18.05	Axinellida	18.05	Axinella pyramidata	18.05		0	Axinella pyramidata	18.05																										
25_Physo				663896c2f4db2d8e429b2bc58dbf8219	Eukaryota_Cnidaria_Myxozoa_Myxosporea_Bivalvulida	52	RUN0	134	SILVA138plus			Bivalvulida												Eukaryota	90.30	Cnidaria	90.30	Myxozoa	90.30	Myxosporea	90.30	Bivalvulida	90.30	Ceratonova gasterostea	18.06	Ceratonova gasterostea	18.06																										
25_Physo				66a8affa6dfbcfdebd14a750a80066b1	Eukaryota	6	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				6769fa66f8caaf236e109e5636dfa99c	Eukaryota	4	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				67ec87aff3c3af649b869c1c16563fca	Eukaryota	4	RUN0	134	SILVA138plus															Eukaryota	90.29	Porifera	18.05	Demospongiae	18.05	Axinellida	18.05	Axinella pyramidata	18.05		0	Axinella pyramidata	18.05																										
25_Physo				68ab09705d8ae39f180a1bbe4b37ca0a	Eukaryota	84	RUN0	134	SILVA138plus															Eukaryota	90.35	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				6a57779ea4b6fcbd13cc482565ae3e04	Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Mollusca_Bivalvia	2	RUN0	134	SILVA138plus			Mollusca	Bivalvia											Eukaryota	90.30	Bilateria	72.24	Protostomia	72.24	Lophotrochozoa	72.24	Mollusca	72.24	Bivalvia	72.24	Gastrochaena dubia	18.06																										
25_Physo				6b365aed20461399438e4ae87fb1f431	Eukaryota	16	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				6d8a805efaac2578924c3efec7e8726c	Eukaryota	6	RUN0	134	SILVA138plus															Eukaryota	90.35	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				705faad3623dbb013d1f564de8daf350	Eukaryota	2	RUN0	134	SILVA138plus															Eukaryota	90.31	Bilateria	18.06	Deuterostomia	18.06	Chordata	18.06	Vertebrata	18.06	Gnathostomata	18.06	Homo sapiens	18.06																										
25_Physo				715c488f8b399346104990ae6be61b28	Eukaryota	2	RUN0	134	SILVA138plus															Eukaryota	90.33	Ascomycota	18.07	Pezizomycotina	18.07	Sordariomycetes	18.07	metagenome	18.07		0	metagenome	36.15																										
25_Physo				716f5d5353407a5e2b238b7bdb6fb51c	Eukaryota	2	RUN0	134	SILVA138plus															Eukaryota	90.31	Bilateria	18.06	Deuterostomia	18.06	Chordata	18.06	Vertebrata	18.06	Gnathostomata	18.06	Homo sapiens	18.06																										
25_Physo				745c4ffd3e5024f437abef4bb7e8b87f	Eukaryota	6	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				7530a9f4aa357504972208fbcb68c150	Eukaryota_SAR_Rhizaria_Cercozoa_Glissomonadida_Heteromita	2	RUN0	134	SILVA138plus			Glissomonadida	Heteromita											Eukaryota	91.53	SAR	91.53	Rhizaria	91.53	Cercozoa	91.53	Glissomonadida	91.53	Heteromita	91.53	uncultured eukaryote	18.30																										
25_Physo				75988e5fb51d0b70941747f5a7c2dff1	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	2	RUN0	134	SILVA138plus			Siphonophorae												Eukaryota	90.52	Cnidaria	90.52	Hydrozoa	90.52	Hydroidolina	90.52	Siphonophorae	90.52	uncultured eukaryote	36.20	uncultured eukaryote	36.20																										
25_Physo				761e338e72ba0b0085501c4df26c359c	Eukaryota	4	RUN0	134	SILVA138plus															Eukaryota	90.46	Ascomycota	18.14	Pezizomycotina	18.14	Sordariomycetes	18.14	metagenome	18.14		0	metagenome	36.27																										
25_Physo				7807bd2271164ae102179bc44fcc48e4	Eukaryota	4	RUN0	134	SILVA138plus															Eukaryota	90.29	Porifera	18.05	Demospongiae	18.05	Axinellida	18.05	Axinella pyramidata	18.05		0	Axinella pyramidata	18.05																										
25_Physo				784646a77ec7a1e24b1e3109b99f0f1f	Eukaryota	82	RUN0	134	SILVA138plus															Eukaryota	90.47	Ascomycota	18.14	Pezizomycotina	18.14	Sordariomycetes	18.14	metagenome	18.14		0	metagenome	36.27																										
25_Physo				787efffe72417840371aeb8a97aa85d3	Eukaryota	6	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				7bf1a98809fc8e472eacbe11aaa1d574	Eukaryota_Basidiomycota_Agaricomycotina	2	RUN0	134	SILVA138plus															Eukaryota	90.64	Basidiomycota	90.64	Agaricomycotina	90.64	Agaricomycetes	18.31	Resinicium saccharicola	18.31		0	Resinicium saccharicola	18.31																										
25_Physo				7cd618715b5eed390ba3948f035a57a3	Eukaryota	2	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				7da7d43b7a1d278ba74121d5b736bb8b	Eukaryota	4	RUN0	134	SILVA138plus															Eukaryota	90.33	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				7dd68eecfa8ad067f71743087ded328f	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda	2	RUN0	134	SILVA138plus			Arthropoda												Eukaryota	90.35	Bilateria	90.35	Protostomia	90.35	Ecdysozoa	90.35	Arthropoda	90.35	Hexapoda	18.07	Asioditomyia sp	18.07																										
25_Physo				80829c50d8d23d9fe28923c7ecd277bf	Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A	2	RUN0	134	SILVA138plus															NA																																							
25_Physo				8203792da16b4723637e3711fdbc0144	Eukaryota	4	RUN0	134	SILVA138plus															Eukaryota	90.48	Ascomycota	18.14	Pezizomycotina	18.14	Sordariomycetes	18.14	metagenome	18.14		0	metagenome	36.27																										
25_Physo				8612f3a82b7ccc82d6b06377fc5235fc	Eukaryota	70	RUN0	134	SILVA138plus															Eukaryota	90.35	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				886436d7521d19eb49c9fe7ce3d1d9d4	Eukaryota	8	RUN0	134	SILVA138plus															Eukaryota	90.31	Basidiomycota	54.18	Pucciniomycotina	54.18	Pucciniales	54.18	Phragmidiaceae	18.06	Phragmidium	18.06	Phragmidium sp	18.06																										
25_Physo				8b75fc0248939bfb6f7901bcfbf558fd	Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Mollusca_Bivalvia	2	RUN0	134	SILVA138plus			Mollusca	Bivalvia											Eukaryota	90.30	Bilateria	72.24	Protostomia	72.24	Lophotrochozoa	72.24	Mollusca	72.24	Bivalvia	72.24	Subergorgia ornata	18.06																										
25_Physo				8cef6fc270af14dc08b76f7a2175911f	Eukaryota	4	RUN0	134	SILVA138plus															Eukaryota	90.33	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				8f0eb41f2ddaf1a604991f9bd5d1e4e5	Eukaryota	8	RUN0	134	SILVA138plus															Eukaryota	90.33	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				90776aad430f67aa133e53fc21d4c402	Eukaryota	6	RUN0	134	SILVA138plus															Eukaryota	90.47	Ascomycota	36.21	Pezizomycotina	18.14	Sordariomycetes	18.14	metagenome	18.14		0	metagenome	36.27																										
25_Physo				90a2112c430f0b61d6858ef01c204781	Eukaryota	10	RUN0	134	SILVA138plus															Eukaryota	89.78	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				92a75bfe15abdcb23be5f5522d58552a	Eukaryota_Bilateria	2	RUN0	134	SILVA138plus															Eukaryota	90.31	Bilateria	90.31	Protostomia	36.12	Lophotrochozoa	18.06	Annelida	18.06	Clitellata	18.06	Tubificoides parviductus	18.06																										
25_Physo				9c3d50479958e8a6304d0c865a254ccd	Eukaryota	18	RUN0	134	SILVA138plus															Eukaryota	89.37	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				9c4081e193c488ec71d73ae7c5b75a38	Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Mollusca_Bivalvia	8	RUN0	134	SILVA138plus			Mollusca	Bivalvia											Eukaryota	90.30	Bilateria	72.24	Protostomia	72.24	Lophotrochozoa	72.24	Mollusca	72.24	Bivalvia	72.24	Subergorgia ornata	18.06																										
25_Physo				9fff6decfa64a482195b966cf705c23f	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	16	RUN0	134	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	87.52	Cnidaria	87.52	Hydrozoa	87.52	Hydroidolina	87.52	Siphonophorae	87.52	uncultured eukaryote	87.52	uncultured eukaryote	87.52																										
25_Physo				a026b5f7e9c8ee95a7f5fcd339996039	Eukaryota	8	RUN0	134	SILVA138plus															Eukaryota	90.31	SAR	18.06	Rhizaria	18.06	Cercozoa	18.06	Thecofilosea	18.06	metagenome	18.06	metagenome	36.13																										
25_Physo				a0409ea5a528f7220be0aea3db0e7fd4	Eukaryota	2	RUN0	134	SILVA138plus															Eukaryota	90.35	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				a074613aab3dd6d4c1e9329b41cbaab6	Eukaryota	2	RUN0	134	SILVA138plus															Eukaryota	90.34	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				a17a06ae614913a91ac8da2939378601	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	12	RUN0	134	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	90.74	Cnidaria	90.74	Hydrozoa	90.74	Hydroidolina	90.74	Siphonophorae	90.74	uncultured eukaryote	90.74	uncultured eukaryote	90.74																										
25_Physo				a1e7fc166fd91d181a55f2914d24fde6	Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A	2	RUN0	134	SILVA138plus															NA																																							
25_Physo				a2018156c23ddff3f226ee96adf797e8	Eukaryota	8	RUN0	134	SILVA138plus															Eukaryota	90.48	Ascomycota	18.14	Pezizomycotina	18.14	Sordariomycetes	18.14	metagenome	18.14		0	metagenome	36.28																										
25_Physo				a4bc5533548bd48a54e29027bc4dd5aa	Eukaryota	2	RUN0	134	SILVA138plus															Eukaryota	89.78	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.16																										
25_Physo				a5a83a7d376eb73d0926825d30f55627	Eukaryota	2	RUN0	134	SILVA138plus															Eukaryota	90.17	Bilateria	53.97	Protostomia	53.97	Lophotrochozoa	35.90	Platyhelminthes	35.90	Cestoda	35.90	Moniezia benedeni	35.90																										
25_Physo				a6872b0c40f0f37cca53cc037df30930	Eukaryota	46	RUN0	134	SILVA138plus															Eukaryota	90.35	Ascomycota	18.08	Pezizomycotina	18.08	Sordariomycetes	18.08	metagenome	18.08		0	metagenome	36.15																										
25_Physo				a7fb7a4323ce5be5c74ac791586bcbfb	Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A	2	RUN0	134	SILVA138plus															NA																																							
25_Physo				a9b37587d8e1d713ba4dbd0de5324dfb	Eukaryota	4	RUN0	134	SILVA138plus															Eukaryota	90.29	Porifera	18.05	Demospongiae	18.05	Axinellida	18.05	Axinella pyramidata	18.05		0	Axinella pyramidata	18.05																										
25_Physo				ab6b83ea19de0c64ab94d5b2d4fc0332	Eukaryota	20	RUN0	134	SILVA138plus															Eukaryota	90.18	Ascomycota	18.14	Pezizomycotina	18.14	Sordariomycetes	18.14	metagenome	18.14		0	metagenome	36.27																										
